Country,Area,Location
USA,Hawaii,"Kaï¿½elekiï¿½I Point, Maui"
USA,North Carolina,
USA,Hawaii,Southwest of O'ahu
USA,Hawaii,"Ha'ena, Kaua'i"
USA,Florida,
USA,Florida,"North Beach, St. Lucie County"
USA,Florida,"Ormond Beach, Volusia County"
USA,Florida,"Crescent Beach, St. Augustine, St. Johns County"
USA,Florida,"North Beach, Hutchinson Island, St. Lucie County"
USA,California,"Davenport Landing, Santa Cruz County"
USA,Florida,"Matanzas Bay Inlet, St. Johns County"
USA,Florida,"Daytona Beach, Volusia County"
USA,Florida,"Alligator Reef, off Islamorada, Monroe County"
USA,California,"Shelter Cove, Humboldt County"
USA,North Carolina,"Bald Head Island, Brunswick County"
USA,Florida,"North Beach Inlet, St. Lucie County"
USA,South Carolina,"Myrtle Beach, Horry County"
USA,Florida,"Crescent Beach, St. Johns County"
USA,Florida,"Ponce de Leon Inlet, Volusia County"
USA,North Carolina,"Off Masonboro Island, New Hanover County"
USA,North Carolina,"Wrightsville Beach, New Hanover County"
USA,Florida,"Ponce de Leon Inlet, Volusia County"
USA,North Carolina,Cape Lookout Bight
USA,Florida,"Daytona Beach, Volusia County "
USA,North Carolina,"Emerald Isle, Carteret County"
USA,Florida,"Ponce Inlet, Volusia County"
USA,South Carolina,"Ocean Lakes Campground, south of Myrtle Beach, Horry County"
USA,Florida,"Ponce de Leon Inlet, Volusia County "
USA,California,"Carmel, Monterey County"
USA,Florida,"New Smyrna Beach, Volusia County"
USA,Florida,"New Smyrna Beach, Volusia County"
USA,Florida,"New Smyrna Beach, Volusia County"
USA,Florida,"New Smyrna Beach, Volusia County"
USA,South Carolina,"Pawleys Island, Georgetown County"
USA,South Carolina,"Pawleys Island, Georgetown County"
USA,Florida,"South Jetty, New Smyrna Beach, Volusia County"
USA,Texas,Port Aransas
USA,Mississippi,"Cat Island, Harrison County"
USA,South Carolina,"Off 29th Avenue, Myrtle Beach, Horry County"
USA,California,"Bluefish Cove, Pt. Lobos State Park, Monterey County"
USA,California,"LaJolla Shores, San Diego County"
USA,Georgia,"Tybee Island, Chatham County"
USA,South Carolina,"Garden City Beach, Horry County"
USA,Florida,"Jensen Beach Park, Martin County"
USA,Florida,"Tiger Shores Beach, Martin County"
USA,Hawaii,"Opposite Grand Wailea Resort, Wailea, Maui"
USA,Florida,"Vero Beach, Indian River County"
USA,Florida,"New Smyrna Beach, Volusia County"
USA,Florida,"Ormond Beach, Volusia County"
USA,North Carolina,Carolina Beach
USA,South Carolina,"Pawleys Island, Georgetown County"
USA,Hawaii,"Kinikini, Mana, Kaua'i"
USA,California,"San Miguel Island, Santa Barbara County"
USA,Hawaii,"Off the Hanalei River, Kaua'i"
USA,Hawaii,"Kealia Beach, Kaua'i"
USA,Florida,"Bill Baggs Cape Florida State Recreation Area, Miami-Dade County"
USA,Florida,"Indialantic, Brevard County"
USA,South Carolina,"North Forest Beach, near Hilton Head, Beaufort County"
USA,Oregon,"Short Sand Beach, Oswald West State Park"
USA,Florida,Florida Straits
USA,Hawaii,Makaha Surf Beach
USA,Florida,"New Smyrna Beach, Volusia County"
USA,Florida,"Ponce Inlet, Volusia County"
USA,Florida," Daytona Beach, Volusia County"
USA,Florida,"3 miles east of Jacksonville Beach, Duval County"
USA,Florida,"Spessard Holland Park, Melbourne Beach, Brevard County"
USA,Florida,"New Smyrna Beach, Volusia County"
USA,Florida,"New Smyrna Beach, Volusia County"
USA,California,"Sunset Cliffs, San Diego, San Diego County"
USA,Florida,"Miami Beach, Dade County"
USA,California,
USA,Florida,"Juno Beach, Palm Beach County"
USA,Hawaii,Kailua Bay
USA,Hawaii,"Velzyland, north shore of O'ahu"
USA,Florida,"Flagler Beach, Flagler County"
USA,Hawaii,Waipo
USA,Florida,"North Beach Jetty, St Lucie County"
USA,Hawaii,"Horners, Wailua, Kaua'i"
USA,California,"""Bunkers"" Eureka, Humboldt County"
USA,Florida,"Treasure Shores Beach, Indian River County"
USA,California,"Goat Rock, Bodega Bay, Sonoma County?"
USA,Hawaii,"Mouth of Wallua River, Kaua'i"
USA,Florida,"Huguenot Memorial Park, Duval County"
USA,Florida,"Little Talbot Island, Jacksonville, Duval County"
USA,Florida,"Bethune Beach, Volusia County"
USA,Hawaii,"Paukukalo, Maui"
USA,California,Between Santa Cruz Island and Santa Barbara
USA,North Carolina,Pamlico Sound
USA,California,"Abalone Point, Westport Union Landing, Mendocino County"
USA,Florida,"Daytona Beach, Volusia County"
USA,Hawaii,"Goats Island (Mokuï¿½auia Island), Malaekahana State Recreation Area, Laie, O'ahu"
USA,North Carolina,"Hamstead, Pender County"
USA,Florida,"Singer Island, Riviera Beach, Palm Beach County"
USA,Hawaii,"Paradise Bay (next to Wailua Bay), Maui"
USA,California,"Linda Mar Beach, Pedro Point, San Mateo County"
USA,Oregon,"Bastendorf Beach, Coos County"
USA,Florida,"Key West, Monroe County"
USA,Hawaii,"Honomuni, Moloka'i"
USA,Hawaii,"Chun's Reef, Laniakea, O'ahu"
USA,California,"San Onofre, San Diego County "
USA,Florida,"Brevard County, a mile north of Sebastian Inlet"
USA,Florida,
USA,California,"Ano Nuevo, San Mateo County"
USA,California,"San Nicholas Island, Santa Barbara County"
USA,Florida,"North Jetty Park, Fort Pierce, St Lucie County"
USA,Hawaii,"Kea'au Beach Park, O'ahu"
USA,California,"Castle Rock, San Miguel Island, Santa Barbara County"
USA,Hawaii,"Lanaikea, O'ahu"
USA,Oregon,"Gold Beach, Curry County"
USA,Florida,"South Jetty, New Smyrna Beach, Volusia County"
USA,Florida,St Lucie County
USA,Hawaii,"Twin Arches, Hana Ranch, Maui"
USA,California,"Klamath River, Del Norte County"
USA,Florida,"Manalapan, Palm Beach County"
USA,Florida,St. Lucie County
USA,Hawaii,"Wai'anae, O'ahu"
USA,Florida,"Manasota Beach, Sarasota County"
USA,North Carolina ,Wreck of the U-352 
USA,Hawaii,"Cannons, at Ha'ena on the north shore of Kaua'i Island"
USA,Oregon,"Winchester Bay, Douglas County"
USA,Hawaii,"Leftovers, near Waimea Bay, O'ahu"
USA,California,"Shelter Cover, north of Fort Bragg, Shelter Cove, Mendocino County"
USA,Hawaii,"Olowalu, Maui"
USA,Hawaii,"Olowalu, Maui"
USA,Hawaii,"Maliko Point, Maui"
USA,Florida,Near Port Canaveral Coast Guard Base
USA,Florida,"Melbourne Beach, Brevard County"
USA,California,"Horseshoe Reef, Scott Creek, Davenport, Santa Cruz County"
USA,South Carolina,"Myrtle Beach, Horry County"
USA,Florida,"Vero Beach, Indian River County"
USA,Florida,Florida Bay
USA,Florida,"John Pennekamp Marine Park, Monroe County"
USA,Florida,150 miles from Crystal River
USA,Florida,"South Miami Beach, Dade County"
USA,California,"8.5 miles south of Ano Nuevo State Reserve, Davenport County"
USA,Virginia,"Croatan Beach, Virginia Beach, "
USA,Florida,"Jacksonville Beach, Duval County"
USA,Florida,"Tampa Bay, Hillsborough County"
USA,Hawaii,"Ma'ili Beach, O'ahu"
USA,Maryland,Baltimore Aquarium
USA,Florida,"South of Ponce Inlet, New Smyrna Beach, Volusia County"
USA,Hawaii,"One'ula Beach Park, 'Ewa Beach, O'ahu"
USA,Oregon,"Neskowin, Tillamook County"
USA,California,"Monastery Beach, Carmel Bay, Monterey County"
USA,Florida,"Spanish River Park Beach, Palm Beach County"
USA,Florida,"Melbourne Beach, Brevard County"
USA,Florida,"Indialantic, Brevard County"
USA,Florida,"North end of County Beach, Palm Beach County"
USA,Hawaii,"Hanalei Point, Kaua'i"
USA,Florida,"Stuart Beach, Martin County"
USA,California,"Russian Gulch, Jenner, Sonoma County"
USA,California,"Trinidad State Beach, Humboldt County"
USA,Florida,"Juno Beach / North Palm Beach, Palm Beach County"
USA,California,"Trinidad Head, Humboldt County"
USA,Texas,"Mustang Island, Nueces County"
USA,Texas,"Near Port Aransas, Nueces County"
USA,Texas,"Mustang Island State Park, Nueces County"
USA,Florida,"Perdido Key near the Florida Panhandle, Escambia County"
USA,Hawaii,"Silver (Silva) Channels, Waialua, O'ahu"
USA,Hawaii,"Mokapu, Kane'ohe Marine Air Corps Station, O'ahu"
USA,Florida,"Monster Hole, Sebastian Inlet, Indian River County"
USA,California,"Montera Beach, San Mateo County"
USA,Florida,"Pensacola, Escambia County"
USA,Hawaii,"90 miles east of Hilo, Hawai'i"
USA,Hawaii,"Ehukai Beach Park, Sunset Beach, O'ahu"
USA,Hawaii,"Kahe Point, O'ahu"
USA,Texas,Surfside Beach
USA,North Carolina,"Between Wrightsville Beach & Carolina Beach, New Hanover County"
USA,Florida,"Gulf of Mexico, 22 miles from Pensacola"
USA,California,"Off Palos Verdes Estates, Los Angeles"
USA,California,"Southeast Farallon Island, Farallon Islands"
USA,North Carolina,"Salvo, Dare County"
USA,California,24 km off Santa Catalina Island in the Channel Islands
USA,Florida,"St Augustine, St Johns County"
USA,Florida,"Cocoa Beach, Brevard County"
USA,Texas,"Sargent Beach, Matagorda County"
USA,Hawaii,"Anahola, Kaua'i"
USA,Louisiana,40 miles off Cocodrie
USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County"
USA,Washington,"Pacific Beach, Grays Harbor County"
USA,California,"Monterey Bay, Monterey County"
USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui"
USA,Hawaii,"Kekaha Beach, Kaua'i"
USA,California,"Latigo Point / Paradise Cove, west of Malibu, Los Angeles County"
USA,California,"Latigo Point / Paradise Cove,west of Malibu, Los Angeles County"
USA,Hawaii,"Waialua Beach, Moloka'i"
USA,Hawaii,"Wailua, Kaua'i"
USA,Virginia,"Coral Gardens Reef, 6 miles SSE of Chicoteague Inlet"
USA,Oregon,"Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County "
USA,Florida,"Boca Raton, Palm Beach County"
USA,Florida,"Fort Pierce, St. Lucie County "
USA,Florida,"Playalinda, Brevard County"
USA,Florida,"Sanibel Island, Lee County"
USA,Florida,"New Smyrna Beach, Volusia County"
USA,Florida,"Shell Island Panama City Beach, Bay County"
USA,Florida,"Shell Island Panama City Beach, Bay County"
USA,Louisiana,New Orleans
USA,California,"Klamath River, Del Norte County"
USA,Florida,"Jensen Beach, Martin County"
USA,Florida,"New Smyrna Beach, Volusia County"
USA,North Carolina,"Ocracoke, Hyde County"
USA,South Carolina,"Sea Pines Beach Club, Hilton Head, Beaufort County"
USA,Florida,"Daytona Beach, Volusia County"
USA,Florida,"Daytona Beach, Volusia County"
USA,Florida,"Paradise Beach Park, Brevard County"
USA,Florida,"Melbourne Beach, Brevard County"
USA,California,"North of Morro Rock, San Luis Obispo County"
USA,Florida,"Singer Island, Riviera Beach, Palm Beach County"
USA,Hawaii,"Waihe'e, Maui"
USA,Florida,"Singer Island, Riviera Beach, Palm Beach County"
USA,Florida,"Singer Island, Riviera Beach, Palm Beach County"
USA,Florida,"Singer Island, Riviera Beach, Palm Beach County"
USA,Hawaii,"Running Waters Beach, Ninini Point, Kaua'i"
USA,Louisiana,
USA,Florida,"Palm Beach, Palm Beach County"
USA,Florida,"North of Jupiter Inlet, Palm Beach County"
USA,California,"Davenport Light, San Mateo County"
USA,Florida,"Satellite  Beach, Brevard County"
USA,California,"Tunitas Beach, San Mateo County"
USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County"
USA,Texas,"Mustang Island, near Port Aransas"
USA,Texas,"Mustang Island, near Port Aransas"
USA,South Carolina,Winyah Bay
USA,Florida,"Nest Key, Monroe County"
USA,South Carolina,"Myrtle Beach, Horry County"
USA,Florida,"St Augustine, St. Johns County"
USA,Texas,"Mustang Island, near Port Aransas"
USA,Hawaii,"Kailua-Kona, Hawai'i"
USA,Florida,"Singer Island, Riviera Beach, Palm Beach County"
USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County"
USA,California,"Monastery Beach, Carmel River State Park, Monterey Peninsula, Monterey California"
USA,Florida,"Daytona Beach, Volusia County"
USA,Florida,"Indiatlantic, Brevard County"
USA,Florida,"Tiger Shores Beach, Martin County"
USA,Florida,"Sanibel Island, Lee County"
USA,Florida,"Floridana Beach, Brevard County"
USA,Florida,"Pinellas Point, Tampa Bay"
USA,Florida,"Ormond Beach / Daytona Beach, Volusia County"
USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County"
USA,North Carolina,"Masonboro Inlet, New Hanover County"
USA,South Carolina,"Myrtle Beach, Horry County"
USA,Hawaii,"Kaliiwi, Kauai"
USA,Florida,"Singer Island, Riviera Beach, Palm Beach County"
USA,California,"Linda Mar Beach, Pedro Point, San Mateo County"
USA,North Carolina,New Hanover County
USA,California,"Southeast Farallon Island, Farallon Islands"
USA,California,5 miles south of Redondo Beach
USA,California,"Point Conception, Santa Barbara County"
USA,Hawaii,"Little Glass Shacks, Princeville, Kaua'i"
USA,Hawaii,"Barbers Point, O'ahu"
USA,Alabama,"Gulf Shores, Baldwin County"
USA,California,"Elephant Rock near Tomales Point, Marin County"
USA,Florida,"Palm Beach, Palm Beach County"
USA,Florida,"Fort Pierce Inlet, St Lucie County"
USA,South Carolina,"Palmetto Dunes, Hilton Head, Beaufort County"
USA,Florida,"New Smyrna Beach, Volusia County"
USA,Florida,"Bayport, Hernando County"
USA,Florida,"Daytona Beach, Volusia County"
USA,Florida,"New Smyrna Beach, Volusia County"
USA,California,"Off Shelter Cover (between Fort Bragg & Eureka), Humboldt County"
USA,South Carolina,"Folly Beach, Charleston County"
USA,California,"Long Beach, Los Angeles County"
USA,Florida,"Palm Beach, Palm Beach County"
USA,California,"San Miguel Island, Santa Barbara County"
USA,Florida,"15 miles north of Sebastian Inlet, Brevard County"
USA,Florida,"Jupiter Island Beach, Martin County"
USA,Florida,"Fowey Rock, Key Biscayne"
USA,Florida,"Wabasso Beach, Indian River County"
USA,Florida,"3 miles south of Sebastian Inlet State Park, Indian River County"
USA,Florida,"Boynton Beach, Palm Beach County"
USA,Florida,"Bob Graham Beach, Martin County"
USA,Oregon,"""Turnaround"", Cape Kiwanda, Tillamook County"
USA,California,"Tomales Point, Marin County"
USA,Florida,Volusia County
USA,Florida,
USA,Florida,"Indiatlantic, Brevard County"
USA,Florida,Volusia County
USA,California,"Mission Beach, San Diego County"
USA,California,"Pigeon Point, San Mateo County"
USA,Florida,"Off Crystal River, Citrus County"
USA,Texas,South Padre Island
USA,Texas,South Padre Island
USA,Florida,
USA,Hawaii,"Kane'ohe Bay, O'ahu"
USA,California,San Francisco
USA,Florida,"Indiatlantic, Brevard County"
USA,Florida,"Riviera Beach, Palm Beach County"
USA,Florida,"Melbourne Beach, Brevard County"
USA,Florida,"Stuart Beach, Martin County"
USA,Florida,"Daytona Beach, Volusia County"
USA,Florida,"Off Lake Worth, Palm Beach County"
USA,Oregon,"Cape Kiwanda,Tillamook County"
USA,Virginia,"Virginia Beach, Princess Anne County"
USA,Florida,"Riviera Beach, Palm Beach County"
USA,Florida,"6 miles south of Boca Chica Key, Monroe County "
USA,Rhode Island,
USA,Florida,"Caloosahatchee River, Lee County"
USA,Florida,"Riviera Beach, Palm Beach County"
USA,Florida,"Off 12th Street, Miami Beach"
USA,Florida,"Cocoa Beach, Brevard County"
USA,Florida,"Intracoastal Waterway, Boca Raton, Palm Beach County"
USA,Florida," Riviera Beach, Palm Beach County"
USA,Florida,"Haulover Inlet, Dade County"
USA,Florida,
USA,Florida,"Lake Worth Beach, Palm Beach County"
USA,Florida,"Juno Beach, Palm Beach County"
USA,South Carolina,60 miles southeast of Beaufort
USA,North & South Carolina,
USA,South Carolina,"Isle of Palms, Charleston County"
USA,Florida,North Dade- Interama area of Biscayne Bay
USA,Florida,"Patrick Air Force Base, Brevard County"
USA,California,"Monastery Beach, Carmel Bay, Monterey County"
USA,California,"Bear Harbor, Mendocino County"
USA,Florida,"Hollywood Beach, Broward County"
USA,California,"Morro Rock, Morro Bay, San Obispo County"
USA,California,"Point Buchon, San Luis Obispo County"
USA,Florida,"Stuart Beach, Martin County "
USA,California,"Malibu, Los Angeles County"
USA,Florida,"Daytona Beach, Volusia County"
USA,South Carolina,"Isle of Palms, Charleston County"
USA,Florida,"Ormond Beach / Daytona Beach, Volusia County"
USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui"
USA,South Carolina,"Daws Island, Broad River (near Beaufort)"
USA,Florida,"Palm Beach, Palm Beach County"
USA,Florida,"Hobe Sound, Palm Beach County"
USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu"
USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu"
USA,Florida,"Palm Beach, Palm Beach County"
USA,California,"Stillwater Cove, Sonoma County"
USA,Florida,Elliot Key
USA,California,"South Moss Beach, Spanish Bay, Monterey Peninsula"
USA,Hawaii,"Nimitz Beach, Barbers Point, O'ahu"
USA,Hawaii,"La'au Point, Moloka'i"
USA,Florida,"Jupiter Island, Brevard County"
USA,Florida,"Palm Beach, Palm Beach County"
USA,Florida,"Cocoa Beach, Brevard County"
USA,Florida,"Playalinda Beach, Brevard County"
USA,Florida,"Cocoa Beach, Brevard County"
USA,Florida,"Melbourne Beach, Brevard County"
USA,Florida,"Tampa Bay, Manatee County"
USA,Florida,"Patrick Air Force Base, Brevard County"
USA,Florida,"Cocoa Beach, Brevard County"
USA,Florida,"New Smyrna Beach, Volusia County"
USA,Florida,Gulf Island National Seashore Park
USA,Hawaii,"Keaukaha, Hilo, Hawai'i"
USA,Florida,"Marathon, Monroe County"
USA,Florida,"Ormond Beach / Daytona Beach, Volusia County"
USA,Florida,"St. Petersburg Beach, Pinellas County"
USA,Florida,Carter Cay
USA,Hawaii,"Honoli'i Pali, Hilo Bay ('Alae Point), Hawai'i"
USA,Hawaii,"Ha'ena Beach Park, Kaua'i"
USA,Florida,"Sands Cut, Elliot Key"
USA,Florida,"Jacksonville, Duval County"
USA,Florida,"Singer Island, Riviera Beach, Palm Beach County"
USA,Florida,"Singer Island, Riviera Beach, Palm Beach County"
USA,Florida,"Juno Beach, Palm Beach County"
USA,Florida,20 miles from Mayport
USA,Oregon,Off Umpqua River
USA,California,"Moonstone Beach, Humboldt County"
USA,North Carolina,"Ocean Isle, Brunswick County"
USA,Hawaii,"Puamana, Lahaina, Maui"
USA,New Jersey,"Ocean City, Cape May County"
USA,Delaware,Dewey Beach
USA,North Carolina,"Emerald Isle Pier (near Morehead City), Carteret County"
USA,Florida,"New Smyrna Beach, Volusia County"
USA,California,"Off San Clemente Island, Los Angeles County"
USA,Oregon,"Haystack Rock, Cannon Beach, Clatsop County"
USA,Florida,"Daytona Beach, Volusia County"
USA,Florida,10 miles off Cape Canaveral
USA,Florida,"Fort Walton Beach, Okaloosa County"
USA,Florida,"Public Beach (Carlin Park), Jupiter, Palm Beach County"
USA,Florida,"Municipal Beach, Boyton Beach, Palm Beach County"
USA,Florida,"Singer Island, Riviera Beach, Palm Beach County"
USA,California,"Ano Nuevo Island, San Mateo, County"
USA,Hawaii,"South Kohala, Hawai'i"
USA,Hawaii,"Ewa, O'ahu"
USA,Florida,"Jupiter, Palm Beach County"
USA,California,"Pajaro Dunes, Santa Cruz County"
USA,Florida,Florida Straits
USA,South Carolina,
USA,California,"Newport Beach, Orange County"
USA,Florida,"South of Neptune Beach, Duval County"
USA,Florida,"Neptune Beach, Duval County"
USA,Florida,"Cocoa Beach, Brevard County"
USA,Hawaii,2 miles off Keahole Airport
USA,Florida,"Hobe Sound, Palm Beach County"
USA,California,"McClure Beach, near Tomales Point, Marin County"
USA,Florida,"St. Petersburg, Pinellas County"
USA,California,"Off San Diego, San Diego County"
USA,Florida,"12 miles northeast of Mayport,  Duval County"
USA,Texas,Padre Island
USA,Hawaii,"Ka'anapali, Maui"
USA,California,"San Miguel Island, Santa Barbara County"
USA,Florida,"Delray Beach, Palm Beach County"
USA,California,"Moonstone Beach, Humboldt County"
USA,Florida,"Jacksonville, Duval County"
USA,Florida,"Jacksonville, Duval County"
USA,Florida,"Sebastian, Indian River County"
USA,North Carolina,"Emerald Isle Pier (near Morehead City), Carteret County"
USA,Oregon,Winchester Bay
USA,Florida,St. Lucie County
USA,Louisiana,Scofield - Sandy Point
USA,Hawaii,"Maha'ulepu, Koloa, Kaua'i"
USA,Florida,St. Lucie County
USA,Florida,"St. Andrews State Park, Bay County"
USA,Hawaii,"Kama'ole Beach, Park No. 1, Kihei, Maui"
USA,Texas,Galveston Island
USA,Florida,"New Smyrna Beach, Volusia County"
USA,Florida,"Off Fort Pierce, St Lucie County"
USA,Hawaii,"Off Lahaina, Maui"
USA,California,Farallon Islands
USA,Florida,"Crescent Beach, St. Johns County"
USA,New Jersey,"Sandy Hook, Monmouth County"
USA,California,"Seal Beach, Orange County"
USA,Florida,"Daytona Beach, Volusia County"
USA,California,"Usal Creek, Bear Harbor, Mendocino County"
USA,Oregon,
USA,Florida,"Off Hutchinson Island, St Lucie County"
USA,California,"Perch Rock, Point Conception, Santa Barbara County"
USA,California,"Point Conception, Santa Barbara County"
USA,Florida,"New Smyrna Beach, Volusia County"
USA,Florida,"Indiatlantic, Brevard County"
USA,South Carolina,"Windy Hill, near Myrtle Beach, Horry County"
USA,South Carolina,"North Myrtle Beach, Horry County"
USA,Alabama,5 miles off the coast
USA,Florida,"Daytona Beach, Volusia County"
USA,Florida," New Smyrna Beach, Volusia County"
USA,Florida,"New Smyrna Beach, Volusia County"
USA,Florida,"Daytona Beach, Volusia County"
USA,Florida,"Clearwater Beach, Pinellas County"
USA,Florida,"Daytona Beach, Volusia County"
USA,California,"North of Point Sur, Monterey County"
USA,California,"North Farallon Island, Farallon Islands"
USA,California,"Franklin Point, San Mateo County"
USA,California,"Franklin Point, San Mateo County"
USA,Oregon,Myers Creek
USA,California,"San Gregorio Beach, San Mateo County"
USA,California,"Albion Cove, Albion, Mendocino County"
USA,Georgia,"Back River, Savannah Beach, Chatham County"
USA,Florida ,Gulf of Mexico
USA,Florida,"New Smyrna Beach, Volusia County"
USA,California,"Tomales Point, Marin County"
USA,Florida,"Haulover Beach, Miami-Dade County"
USA,Hawaii,"Kalama Beach, Kihei, Maui"
USA,Florida,"Ormond By The Sea, Volusia County"
USA,Virginia,False Cape
USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui"
USA,US Virgin Islands,"St. Croix, Cane Bay"
USA,Florida,"New Smyrna Beach, Volusia County"
USA,California,"Point Sur, Monterey County"
USA,Florida,"Crescent Beach, St. Johns County"
USA,Hawaii,"Waimanu, Honoka'a, Hawai'i"
USA,California,"Laguna Beach, Orange County"
USA,Florida,"Cocoa Beach, Brevard County"
USA,California,"Bird Rock, near Tomales Point, Marin County"
USA,Hawaii,"Waihe'e, Wailuku, Maui"
USA,Florida,"Ft. Pierce, St Lucie County"
USA,California,"Sea Ranch, Sonoma County"
USA,North Carolina,"Emerald Isle, Carteret County"
USA,Florida,"Daytona Beach, Volusia County"
USA,California,"Point Purisima, Santa Barbara County"
USA,Hawaii,Kauai
USA,Hawaii,"Brennecke Beach, Po'ipu, Kaua'i"
USA,Florida,"Matanzas Inlet, St Johns County"
USA,Florida,"Cocoa Beach, Brevard County"
USA,South Carolina,
USA,Florida,Pinellas County
USA,Florida,"Dania, Broward County"
USA,Hawaii,"Waimea Bay, O'ahu"
USA,Florida,Manatee County
USA,Hawaii,"Barberï¿½s Point, O'ahu"
USA,Hawaii,Hawaii
USA,California,"Bird Rock, Tomales Point, near Marin County / Sonoma County border"
USA,Florida,"North Beach, St. Lucie County"
USA,Massachusetts,40 miles south of Nantucket
USA,Florida,"New Smyrna Beach, Volusia County"
USA,Florida,"St. Petersburg, Pinnellas County"
USA,Florida,Florida Keys
USA,California,"Pigeon Point, San Mateo County"
USA,Florida,Florida Keys
USA,Florida,Sarasota County
USA,Texas,Packery Channel
USA,Florida,Sarasota County
USA,Florida,"Marathon, Monroe County"
USA,Hawaii,"Makaha, O'ahu"
USA,Florida,"Egmont Key, Hillsborough County"
USA,Florida,"Riviera Beach, Palm Beach County"
USA,Florida,Half mile north of Juno Beach Pier
USA,Florida,Okaloosa County
USA,California,"Bodega Rock, Sonoma County"
USA,Florida,Florida Keys
USA,South Carolina,"Stono Inlet, near Charleston, Charleston County"
USA,Florida,"Mullet Key, Pinellas County"
USA,Florida,"Fort Lauderdale, Broward County"
USA,Florida,"Palm Beach Shores, Riviera Beach, Singer Island, Palm Beach County"
USA,Florida,"Jensen Beach, Martin County"
USA,Florida,Florida Keys
USA,Florida,Palm Beach County
USA,Florida,"Key West, Monroe County"
USA,Florida,"Jensen Beach, Martin County"
USA,,
USA,Florida,"McArthur Beach, Singer Island, Palm Beach Shores"
USA,Hawaii,"Kailua Bay, O'ahu"
USA,Florida,"Key West, Monroe County"
USA,California,Ventura
USA,Florida,Near Key West
USA,Florida,Florida Keys
USA,South Carolina,
USA,Florida,"Key West, Monroe County"
USA,Hawaii,50 miles NE of Honolulu
USA,Florida,"Florida Keys, Monroe County"
USA,Delaware,Fenwick Island
USA,Florida,"Municipal Bathing area, Riviera Beach, Palm Beach County"
USA,Texas,"South Jetty, Galveston"
USA,South Carolina,"Folly Beach, Charleston County"
USA,Texas,"Point Comfort, Calhoun County"
USA,Florida,"Key Biscayne, Miami, Dade County"
USA,New Jersey,"Reeds Bay, Brigantine, Atlantic County"
USA,Florida,"Ft. Lauderdale, Broward County"
USA,Texas,Bolivar Peninsula
USA,Florida,"Fernandina Beach, Nassau County"
USA,Puerto Rico,
USA,California,"Pebble Beach, Cypress Point, Monterey County"
USA,Florida,"Hollywood, Broward County"
USA,California,"Huntington Beach, Orange County"
USA,New Jersey,"Steel Pier, Atlantic City, Atlantic County"
USA,Florida,"In front of Key Biscayne Beach Club, Key Biscayne"
USA,Florida,150 miles southeast of Cape Kennedy
USA,Florida,"Hobe Sound, Martin County"
USA,California,"Pacifica, San Mateo County"
USA,Florida,American Shoals off Key West
USA,Florida,"Juno Beach, Palm Beach County"
USA,Puerto Rico,60 miles offshore north of San Juan
USA,Florida,"Pompano Beach, Palm Beach County"
USA,Massachusetts,"Granite Pier, Rockport"
USA,California,"Newport Beach, Orange County"
USA,Texas,"Port Lavaca, Calhoun County"
USA,California,"Dana Point, San Clemente, Orange County"
USA,Florida,"Between Palm  & Salerno Inlets, Martin County"
USA,Puerto Rico,
USA,Florida,"Near US Air Force Base at Elgin, Okaloosa County"
USA,Florida,"Hollywood Beach, Broward County"
USA,Florida,5 miles south of Palm Beach
USA,Florida,"Panama City, Bay County"
USA,Florida,"2 miles off Jupiter, Palm Beach County"
USA,Puerto Rico,
USA,Connecticut,"3 days out of Old Saybrook, Connecticut, 37.04'N, 67.57'W, Southern fringe of Gulf Stream"
USA,Florida,"Palm Beach, Palm Beach County"
USA,New York,Long Island
USA,California,"Long Beach, Los Angeles County"
USA,Florida,"Fort Lauderdale, Broward County"
USA,Florida,Palm Beach County
USA,California,Southeast Farallon Island
USA,Florida,"8 miles south of Elliot Key, Miami-Dade County"
USA,Florida,"Biltmore Beach, near Panama City"
USA,Florida,100 miles offshore
USA,Florida,"Snapper Point Jetty, Miami, Dade County"
USA,Florida,"New Smyrna Beach, Volusia County"
USA,Mississippi,Horn Island
USA,California,San Mateo County
USA,US Virgin Islands,"St. Thomas, Magens Bay"
USA,Hawaii,"Awili, South Kona, Hawai'i"
USA,Hawaii,"Hapuna Beach, Hawai'i"
USA,Florida,Off Key West
USA,California,Farallon Islands
USA,California,2 miles off Santa Catalina Island
USA,California,"Solana Beach, San Diego County"
USA,Florida,6 miles north of Palm Beach
USA,Texas,"Off Andy Bowie Park, Padre Island, near Port Isabel"
USA,New Jersey,"Manasquan, Ocean County"
USA,South Carolina,"Off Hilton Head, Beaufort County "
USA,California,30 miles south of San Clemente Island
USA,Georgia,"St. Simons Island or Jeykll Island, Glynn County"
USA,Georgia,"Jekyll Island, Glynn County"
USA,Florida,"Fernandina Beach, Nassau County"
